PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] 20210208_KLOF_DIA_FAIMS_35V_d0_1.raw.PG.Quantity,[2] 20210208_KLOF_DIA_FAIMS_35V_d0_2.raw.PG.Quantity,[3] 20210208_KLOF_DIA_FAIMS_35V_d0_3.raw.PG.Quantity,[4] 20210208_KLOF_DIA_FAIMS_35V_d0_4.raw.PG.Quantity,[5] 20210208_KLOF_DIA_FAIMS_35V_d0_5.raw.PG.Quantity,[6] 20210208_KLOF_DIA_FAIMS_35V_d0_6.raw.PG.Quantity,[7] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_1.raw.PG.Quantity,[8] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_2.raw.PG.Quantity,[9] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_3.raw.PG.Quantity,[10] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_4.raw.PG.Quantity,[11] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_5.raw.PG.Quantity,[12] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_6.raw.PG.Quantity
A0A0A0MR27;J3QT39;Q49A88,CCDC14,"Coiled-coil domain-containing protein 14;Coiled-coil domain containing 14, isoform CRA_c;Coiled-coil domain-containing protein 14",3229.299072,2117.244141,4300.619141,6365.347656,6819.172852,2685.860596,Filtered,5237.043945,Filtered,63762.09766,Filtered,Filtered
A0A0A0MR30;A0A0A0MRL4;F8WEZ8;G3XAD3;Q13002,GRIK2,"Glutamate receptor ionotropic, kainate 2;Glutamate receptor ionotropic, kainate 2;Glutamate receptor ionotropic, kainate 2;Glutamate receptor ionotropic, kainate 2;Glutamate receptor ionotropic, kainate 2",798.0726318,NaN,Filtered,Filtered,328.8632507,Filtered,8873.12793,9142.519531,33296.64844,8737.017578,9736.787109,7447.671387
A0A0A0MR33;A0A0C4DFM0;G3V267;G3V4T6;G3V5T0,GSTZ1,"Maleylacetoacetate isomerase;Glutathione transferase zeta 1 (Maleylacetoacetate isomerase), isoform CRA_c;Maleylacetoacetate isomerase;Maleylacetoacetate isomerase;Maleylacetoacetate isomerase",25753.91992,14463.87988,18167.34375,23870.25977,19381.69727,15114.62305,21734.43945,19324.05469,8682.388672,17835.8418,7810.423828,18681.17578
A0A0A0MR39;Q9P2K5,MYEF2,Myelin expression factor 2,76975.86719,79417.10938,76867.82031,76647.59375,86147.85938,82098.22656,244954.0781,244439.375,277794.625,268690.9688,244419.625,243226.2031
A0A0A0MR47;Q96GC6,ZNF274,Neurotrophin receptor-interacting factor homolog,1070.363892,816.6245728,114.0929108,191.9883423,839.0303955,769.1176147,785.5257568,Filtered,Filtered,Filtered,Filtered,Filtered
A0A0A0MR51,FADS1,Acyl-CoA (8-3)-desaturase,11843.25781,11294.10059,14202.05078,13200.1582,13236.36719,14012.18457,2829.59082,2482.928711,2109.20459,3560.330811,2173.36377,3079.300781
A0A0A0MR54;Q14162,SCARF1,Scavenger receptor class F member 1,1779.966553,343.20047,437.1506958,659.6607666,3156.465088,3423.127686,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A0A0MR59;A0A0C4DG68,PUM2,Pumilio homolog 2;Pumilio homolog 2 (Fragment),19619.15234,17254.80859,19194.5332,17365.82617,20222.9668,16297.58789,12965.37695,10102.83203,5878.441895,12322.4707,9139.953125,12315.93359
A0A0A0MR60;G8JL96,PTPRS,Receptor-type tyrosine-protein phosphatase S,2253.820068,1121.947876,1790.307373,2000.092529,1514.677368,1344.598999,27399.07813,25101.70313,25086.56641,27357.28906,24169.51367,23535.70508
A0A0A0MR74;O75907,DGAT1,Diacylglycerol O-acyltransferase 1,1402.923828,2262.473877,2697.185303,4226.817871,2595.755859,2580.095703,7939.889648,6919.240723,18378.74609,9480.474609,12396.56348,8569.632813
A0A0A0MR87;E9PSF2;Q15468,STIL,SCL-interrupting locus protein,2343.588867,985.0985107,1839.452759,3159.789063,1997.617188,2217.953613,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A0A0MR98;J3KTI3;O95544,NADK,NAD kinase;NAD kinase (Fragment);NAD kinase,5422.918457,6946.4375,6721.840332,6803.331543,6186.557129,5445.489258,2886.164063,353.2472534,2650.06543,Filtered,Filtered,Filtered
A0A0A0MRA3;A0A0A0MTS7;Q8WZ42,TTN,Titin,37303.52344,17373.29883,18036.16016,20098.50391,17105.78906,11847.06152,21080.13281,26133.28125,26819.9707,21324.51172,25383.36328,22883.18945
A0A0A0MRA5;B7Z4B8;M0R3F1;Q9BUJ2,HNRNPUL1,Heterogeneous nuclear ribonucleoprotein U-like protein 1;Heterogeneous nuclear ribonucleoprotein U-like protein 1;Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment);Heterogeneous nuclear ribonucleoprotein U-like protein 1,183210.375,171117.8594,166578.8125,159331.8438,159355.8906,165868.4688,133043.2969,138374.875,151164.5938,134977.1563,118882.3594,121841.4531
A0A0A0MRB5;Q8WXG6,MADD,MAP kinase-activating death domain protein,9877.041992,5061.006348,6007.924316,9834.016602,5913.948242,7161.978027,46414.75,44387.70313,41819.55469,45270.74609,43273.69922,42040.21094
A0A0A0MRB7,TCF3,Transcription factor E2-alpha,730.2387695,395.8470764,Filtered,440.1563416,NaN,690.475647,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A0A0MRC3;A0A0A0MRR0;A0A0A0MSE6;A0A1W2PNG1;A0A1W2PNH9;A0A1W2PNQ3;A0A1W2PNW6;A0A1W2PNX9;A0A1W2PNY7;A0A1W2PNY8;A0A1W2PNY9;A0A1W2PP06;A0A1W2PP26;A0A1W2PP94;A0A1W2PPH9;A0A1W2PPQ3;A0A1W2PPS2;A0A1W2PPX7;A0A1W2PPY5;A0A1W2PPZ1;A0A1W2PQ53;A0A1W2PQ61;A0A1W2PQ93;A0A1W2PQA0;A0A1W2PQJ9;A0A1W2PQK5;A0A1W2PQU4;A0A1W2PR56;A0A1W2PR62;A0A1W2PRA7;A0A1W2PRB0;A0A1W2PRE5;A0A1W2PRG5;A0A1W2PRJ1;A0A1W2PRN5;A0A1W2PRV4;A0A1W2PRX6;A0A1W2PS97;A0A1W2PSD3;B7ZMF5;D5MRH1;H0Y379;H0Y382;J3KQ16;Q12791;Q5SVJ7;Q5SVJ8;Q5SVJ9;Q5SVK0;Q5SVK5;S4R2X4,KCNMA1,Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1;Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1 (Fragment);Calcium-activated potassium channel subunit alpha-1 (Fragment),Filtered,1899.918213,Filtered,Filtered,1211.730591,Filtered,6515.86377,6420.647461,6863.748535,5661.568359,6816.248535,6159.233887
A0A0A0MRE5;H0YBF7;Q9ULH1,ASAP1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1;Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (Fragment);Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",1835.020264,901.9118652,876.8406982,1321.18457,981.0126343,668.7498169,11125.48242,8693.832031,10257.21582,10846.84277,9796.255859,10473.92969
A0A0A0MRF9;P16885,PLCG2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",48174.78125,59609.9375,67635.0625,59846.87891,56659.59766,65199.83594,27117.35352,30922.83008,65659.94531,26066.83594,47818.43359,37523.03516
A0A0A0MRI1;Q8IXQ4,GPALPP1,GPALPP motifs-containing protein 1,16913.30469,14910.92676,13641.34277,13963.16504,14402.64551,15122.84668,8203.419922,4450.549316,10259.58301,6915.704102,4110.056152,8233.469727
A0A0A0MRI2;Q9UNH7,SNX6,Sorting nexin;Sorting nexin-6,68526.21875,66043.14844,65020.84375,63018.62891,65057.91406,60079.65625,82264.80469,83085.91406,81931.96094,81026.07031,83512.95313,78550.74219
A0A0A0MRI7;H7C484;Q9H2C2,ARV1,Protein ARV1;Protein ARV1 (Fragment);Protein ARV1,15675.04492,9840.422852,11990.32129,14502.31641,12507.75488,11015.72852,2850.676025,4766.59668,4815.069824,3584.971436,3522.276855,4846.48877
A0A0A0MRJ0;Q5VT25,CDC42BPA,Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase MRCK alpha,7789.371094,5051.541504,4842.912598,8211.225586,5411.971191,5313.447266,23472.42969,21241.06445,23415.20313,20664.28711,30428.04297,26086.3457
A0A0A0MRJ6;H7BY58;P22061,PCMT1,Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase,67442.69531,26942.33203,35193.58594,36724.57422,28962.40039,16881.9043,161233.8438,176081.9063,88027.79688,159143.5156,150003.2656,152352.8438
A0A0A0MRK1;E9PAV9;Q5T3I0,GPATCH4,G patch domain-containing protein 4,70254.09375,64067.33594,64692.44531,55696.38281,58944.14844,64355.01172,4094.62915,3584.275635,7028.245605,2053.161865,3098.79541,2414.706055
A0A0A0MRL6;A0A3B3IS55;F8W8M4;O14639,ABLIM1,Actin-binding LIM protein 1,5674.969727,6085.292969,4977.049316,5924.303711,5248.459473,6116.37793,47191.97656,49495.96484,53445.64063,35558.73828,53713.71875,46121.66406
A0A0A0MRL7;A0A5F9ZHZ6;P55210;Q5SVL2,CASP7,Caspase-7;Caspase-7;Caspase-7;Caspase-7 (Fragment),902.9781494,895.2451172,1281.567993,1307.310791,Filtered,21974.94727,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A0A0MRM8;A0A1Y0BRN3,MYO6,Unconventional myosin-VI;Myosin VI transcript variant 007,38604.3125,34480.89453,34001.55078,31807.23242,33948.02344,34845.20313,48097.23438,40044.70703,52803.42578,48256.71875,46259.09375,47471.85156
A0A0A0MRM9;Q14978,NOLC1,Nucleolar and coiled-body phosphoprotein 1 (Fragment);Nucleolar and coiled-body phosphoprotein 1,420206.8438,367473.7813,364684.625,386077.9688,371502.4375,356831.8438,78996.65625,78503.92969,123347.6875,70806.59375,46700.55859,65208.85938
A0A0A0MRN1;Q5T8I9;X6RGV9,HENMT1,Small RNA 2'-O-methyltransferase;Small RNA 2'-O-methyltransferase;Small RNA 2'-O-methyltransferase (Fragment),1434.707642,532.1328125,1186.899902,1463.974121,160.766983,952.8803101,Filtered,Filtered,Filtered,Filtered,Filtered,73748.15625
A0A0A0MRR1;Q5VV50;Q5VV52,ZNF691,Zinc finger protein 691 (Fragment);Zinc finger protein 691;Zinc finger protein 691,23023.99219,24637.52539,23901.54297,22137.82227,27014.97852,25143.51172,2011.26001,2951.562988,3386.503174,7052.232422,6865.508301,2482.05835
A0A0A0MRR5;E9PSD7;Q96BW1,UPRT,Uracil phosphoribosyltransferase homolog,3822.484375,1234.017212,2025.073975,Filtered,2611.672119,Filtered,4378.847168,8513.384766,4435.897461,7528.12207,4933.786621,6003.066895
A0A0A0MRR7;P09234,SNRPC,U1 small nuclear ribonucleoprotein C,8733.337891,7497.762695,7511.875,6203.414551,6591.391113,7521.800781,Filtered,2156.952881,Filtered,1292.259033,3392.606445,2250.177734
A0A0A0MRS5;A0A0C4DG97;F8W946;Q9BXM9,FSD1L,FSD1-like protein,780.7001343,Filtered,375.5684509,1135.843872,366.4291382,1157.285034,99386.80469,94067.57813,105382.375,96701.82813,99230.20313,95960.39063
A0A0A0MRT5;A0A140TA04;Q5STV6;Q9UBC1,NFKBIL1,NF-kappa-B inhibitor-like protein 1;NF-kappa-B inhibitor-like protein 1 (Fragment);NF-kappa-B inhibitor-like protein 1;NF-kappa-B inhibitor-like protein 1,1210.397217,503.4562988,Filtered,540.7191772,238.3545227,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A0A0MRT6;B6VEX4;Q8IZP0,ABI1,Abl interactor 1,13687.68066,10724.06543,11672.43262,13208.51758,13093.95703,10606.22754,21542.17969,16323.28809,18004.77344,19040.51367,18891.33789,20682.03516
A0A0A0MRU0;A0A0C4DH75;A0A0D9SFF8;B4DZ84;D3DX48;D3DX49;Q14168,MPP2,MAGUK p55 subfamily member 2,3934.522461,4607.560547,5221.797363,4927.675781,5179.876465,4913.150879,47182.34375,50168.24219,48818.86719,48839.69141,46643.80859,46304.37891
A0A0A0MRV3;Q5T0D5;Q9P2S5,WRAP73,"WD repeat domain 8, isoform CRA_c;WD repeat-containing protein WRAP73 (Fragment);WD repeat-containing protein WRAP73",5236.755371,6437.29541,7724.347168,7612.751465,7624.799316,7775.124023,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A0A0MRV4;A0A0A0MT35;A0A0G2JRR6;A0A0G2JSF1;A0A2P0CTB1;A0A2P0CTH9;A0A2P0CU24;J3KPF5;J3KPF6;J3KRV9;J3QKK8;Q8TBF2,PRXL2B,Prostamide/prostaglandin F synthase;Prostamide/prostaglandin F synthase;Prostamide/prostaglandin F synthase (Fragment);Prostamide/prostaglandin F synthase (Fragment);Prostamide/prostaglandin F synthase;Prostamide/prostaglandin F synthase;Prostamide/prostaglandin F synthase;Prostamide/prostaglandin F synthase;Prostamide/prostaglandin F synthase (Fragment);Prostamide/prostaglandin F synthase (Fragment);Prostamide/prostaglandin F synthase (Fragment);Prostamide/prostaglandin F synthase,461.2114258,442.9804382,286.3905029,533.2529907,859.5791626,Filtered,8084.019531,7114.476563,7731.98877,7592.351563,11096.90918,7880.159668
A0A0A0MRW7;Q7Z2E3,APTX,Aprataxin,6692.792969,6187.557129,6266.027344,5989.947266,5970.900391,6651.744629,3128.563721,2686.891846,3088.506104,2457.810547,3435.969727,2976.932617
A0A0A0MRX1;Q12926,ELAVL2,ELAV-like protein;ELAV-like protein 2,18111.97852,13917.29199,16769.69922,16539.35156,16752.11328,16197.52051,455458.625,490228.2188,484080.75,440593.0938,451446.5,456899.5938
A0A0A0MRY0;B0QYI1;Q8WUA7,TBC1D22A,TBC1 domain family member 22A,12643.13379,13285.6875,11585.45898,13780.22852,13672.83691,12230.86914,5185.029297,5999.652344,3790.408936,5930.673828,4566.115234,6222.505859
A0A0A0MRZ1;E9PDK2;Q9H9P5,UNKL,Putative E3 ubiquitin-protein ligase UNKL,5769.663086,3749.779541,Filtered,3959.433838,7283.288574,2038.756348,4367.931152,5215.849609,9430.915039,7228.793945,3168.586182,5712.533691
A0A0A0MRZ4;Q15025,TNIP1,TNFAIP3-interacting protein 1,6128.424805,6026.58252,4623.942383,5687.687012,4221.964844,5698.020508,2360.309082,1968.813354,1800.818237,1409.064575,1283.671143,1257.054077
A0A0A0MS29,MFF,Mitochondrial fission factor,1710.146973,Filtered,324.6157532,Filtered,Filtered,Filtered,15335.13672,14823.88574,9720.381836,14298.52246,18535.60938,15701.69727
A0A0A0MS45;J3KNI1;Q9H9E3,COG4,Conserved oligomeric Golgi complex subunit 4,24088.82227,20544.6875,19744.36914,26247.72461,22731.02148,21274.59766,16512.24609,19466.80859,17169.35938,16290.04785,16350.22461,18448.79297
A0A0A0MS51;A0A0A0MT01;P06396,GSN,Gelsolin,185966.4688,211558.7969,219632.7969,191830.2813,209826.9375,209034.8281,53092.24219,81666.69531,67538.07813,52270.28516,77029.16406,54123.94141
A0A0A0MS54;P22694,PRKACB,cAMP-dependent protein kinase catalytic subunit beta,18170.41797,14559.21387,12730.74902,14689.89648,10064.31836,11807.41406,108643.1875,90905.46094,176556.0313,107983.6016,110162.1484,98031.73438
A0A0A0MS59;A0A0C4DFX4;Q6ZRS2,SRCAP;;SRCAP,Helicase SRCAP;Uncharacterized protein (Fragment);Helicase SRCAP,18554.51172,13811.31934,13849.26855,22849.11328,14130.16699,16761.69922,5823.003906,4483.566895,8075.128906,4611.338867,6527.652344,5783.314941
A0A0A0MS69;Q14123,PDE1C,"Phosphodiesterase;Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",48.56429291,NaN,6.414800167,62.21053696,10.21588135,61.9466095,1609.381226,1567.540527,2290.016846,1415.53125,1803.229614,1518.07251
A0A0A0MS70;A0A0A0MSI9;H0Y4G9;Q99836,MYD88,Myeloid differentiation primary response protein MyD88,40824.25391,36710.65234,37196.00781,38348.98438,38895.66406,34008.625,32873.76953,32028.53711,31648.27539,29946.76758,31970.26367,29323.72461
A0A0A0MS73;C9K0J8;H3BMU4;Q8IWY8,ZSCAN29,Zinc finger and SCAN domain-containing protein 29;Zinc finger and SCAN domain-containing protein 29;Zinc finger and SCAN domain-containing protein 29 (Fragment);Zinc finger and SCAN domain-containing protein 29,1669.986206,1180.336914,143.5848846,1708.442627,779.4622192,510.0717163,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A0A0MS75;A8MYS5;A8MZF5;E9PKT0;Q9UHJ9,PGAP2,"FGF receptor activating protein 1, isoform CRA_e;Post-GPI attachment to proteins factor 2;Post-GPI attachment to proteins factor 2;Post-GPI attachment to proteins factor 2;Post-GPI attachment to proteins factor 2",4926.228516,3949.942383,3564.573242,4234.217773,4503.249023,3580.24292,530.8930664,Filtered,Filtered,675.7731323,Filtered,Filtered
A0A0A0MS84;A0A338VFC5;Q9Y592,CEP83,Centrosomal protein of 83 kDa,746.5748901,Filtered,1032.659058,1016.253418,257.5282898,343.707428,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A0A0MS87,NDRG2,Protein NDRG2,3225.305664,1889.614258,5810.418457,1263.349854,2210.627441,5224.063965,5334.534668,7044.776855,3835.06543,5693.342285,7512.087891,5933.88623
A0A0A0MS90,MBD1,Methyl-CpG-binding domain protein 1,4306.195801,2970.713867,3813.594971,5029.352539,4566.20752,4426.867676,9010.415039,9879.635742,13574.40234,9190.870117,9916.472656,8039.109375
A0A0A0MS93;Q9Y2C3,B3GALT5,"Hexosyltransferase;Beta-1,3-galactosyltransferase 5",1047.334839,1319.632935,1577.343628,1462.894287,3115.852295,2033.594604,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A0A0A0MS99;I3L4X2;P33527,ABCC1,Multidrug resistance-associated protein 1;Multidrug resistance-associated protein 1 (Fragment);Multidrug resistance-associated protein 1,29579.36914,28272.8125,29667.93164,29800.16406,25144.89258,26521.50195,10269.7627,13011.46191,12473.33496,5904.266113,10874.87305,9537.750977
A0A0A0MSB4;H7C1R2;H7C368;H7C428;Q6ZN50;Q969R2,OSBP2,Oxysterol-binding protein;Oxysterol-binding protein 2 (Fragment);Oxysterol-binding protein (Fragment);Oxysterol-binding protein (Fragment);Oxysterol-binding protein;Oxysterol-binding protein 2,29330.4707,20322.99414,21671.125,27967.8125,18938.99609,19018.60742,30322.47461,30789.46484,23435.76367,26277.15625,22905.64063,27163.82227
A0A0A0MSC1;C9JLX3;H7C1A6;O60266;U3KQ91,ADCY3,Adenylate cyclase type 3;Adenylate cyclase type 3 (Fragment);Adenylate cyclase type 3 (Fragment);Adenylate cyclase type 3;Adenylate cyclase type 3 (Fragment),2039.326172,1267.271973,1027.054565,1202.666016,1978.098267,1805.331177,2252.430176,2211.143555,1522.971802,1260.723145,2023.145996,2447.420898
A0A0A0MSE2;A0A0D9SFP2;A0A1W2PNM1;A0A1W2PQV5;E9PF18;Q16836,HADH,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial;Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial;Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (Fragment);Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial;Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial;Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",22973.51367,22947.5332,23154.0293,23248.30859,25586.58203,20609.39063,12882.2002,5988.026367,8797.552734,13751.82031,8603.414063,6032.629883
A0A0A0MSE9;B7WPA5;Q96CS7,PLEKHB2,Pleckstrin homology domain-containing family B member 2,1978.813721,2327.5354,2823.179443,4324.544922,1948.154419,2650.801514,19486.67188,Filtered,2713.962891,5316.838867,6376.997559,Filtered
A0A0A0MSG0;A6NGB9,WIPF3,WAS/WASL-interacting protein family member 3,2245.578125,1406.229736,1527.885498,1960.649048,2273.554688,1760.197754,2803.964355,3407.833984,1698.795654,3779.778809,5118.293945,5370.268066
A0A0A0MSI2;B3KPJ4;Q8IXK0,PHC2,Polyhomeotic-like protein 2,631.2768555,845.9971924,271.0785522,807.1812744,929.310791,316.211853,3356.966797,3918.195801,7513.698242,3523.080078,4324.537598,3157.850342
A0A0A0MSI6,FBXO44,F-box only protein 44 (Fragment),181.1905823,1541.067749,1720.602295,2582.137207,2339.874756,1366.911743,4172.474609,8983.043945,Filtered,18090.60742,17764.62305,16177.08594
A0A0A0MSI8;O00471,EXOC5,Exocyst complex component 5,65777.96094,68625.67188,64534.17578,59087.86719,66589.29688,62282.3125,154954.6719,155787.1406,179861.1406,156181.9688,149025.7656,148983.5156
A0A0A0MSJ9;Q15283,RASA2,Ras GTPase-activating protein 2,11261.62891,14196.65332,15783.93652,12433.73242,13128.04785,7132.569824,9536.072266,7995.032227,5367.470215,5953.50293,6348.769043,4452.437988
A0A0A0MSK2;P0DJ07,PET100,"Protein PET100 homolog, mitochondrial;Protein PET100 homolog, mitochondrial",19776.77539,8983.088867,9374.271484,9776.910156,8798.599609,5066.724609,Filtered,1701.417236,Filtered,Filtered,743.4360962,1.526487947
